traffic,cpu,memory,utilization
4817,12,43,0.3213140919416037
1300,2,31,0.48854766502887165
4509,7,6,0.5284121528678254
2954,15,11,0.21840513383248195
2995,13,49,0.16367534505019063
1336,3,32,0.35379001887955186
236,9,12,0.1330935384641584
1129,6,39,0.2449991813706736
2256,8,8,0.24216385616575897
2694,13,60,0.23166201684664928
761,13,13,0.05
2572,1,60,0.95
2777,2,46,0.95
2408,6,50,0.35552015869385284
186,3,42,0.05
2612,1,61,0.95
3042,6,9,0.39447986443766714
2873,5,29,0.41048558244163846
2604,13,60,0.11945149515005235
3410,9,17,0.4450395677157406
1800,6,54,0.3115791061107205
3770,5,4,0.6456548460148743
2800,1,38,0.95
3729,15,33,0.22801708226077186
4690,1,22,0.95
1747,11,58,0.148526788689825
3418,1,56,0.95
3787,7,46,0.4392957105484708
696,6,19,0.1688577133237342
4645,14,54,0.2643184498293935
584,5,49,0.05
745,4,58,0.16832494527352374
3189,11,47,0.2319649061275273
4857,14,12,0.2763394548096993
4953,13,62,0.3615058960663293
4484,13,51,0.2692698842230273
820,11,9,0.05
4833,8,13,0.483920207832811
598,11,52,0.05
4829,8,53,0.46547862245494054
1773,5,3,0.344433334016024
3167,15,42,0.12482874242169942
214,4,23,0.05051158156898079
3079,15,10,0.15444452394014693
4869,2,15,0.95
1836,7,16,0.1167380107739413
3711,5,12,0.650690846897739
2353,3,62,0.6395809270777895
2394,9,14,0.2702419079520889
3730,9,57,0.36535989374378475
246,11,29,0.05
4082,15,26,0.22714812558054892
3553,11,38,0.3811400039131116
4607,10,7,0.34376234636379566
2510,14,56,0.1640092607557062
236,11,38,0.05
3460,8,34,0.2797399659744072
3105,1,26,0.95
3652,12,51,0.17573506032669167
118,3,24,0.05
2342,2,61,0.8947013911706874
548,4,57,0.13323229331227326
2048,2,9,0.7903390140785587
1045,12,18,0.07197537439480409
4336,11,32,0.24726104077373834
2020,8,27,0.23419596847974586
3077,1,56,0.95
4288,4,58,0.8841346184181583
4115,5,12,0.6928352973248512
338,14,63,0.05
304,10,31,0.05
2707,4,12,0.5631073174857743
4440,8,4,0.4391864294194854
3488,2,41,0.95
3072,9,41,0.26403170085961086
4490,2,58,0.95
2787,2,57,0.95
4266,13,54,0.2600891072956669
1448,2,22,0.5687899926410516
4500,12,36,0.3305689782917433
916,10,29,0.08743652926456477
920,8,23,0.12238975700330887
292,3,43,0.05
1876,10,52,0.05
3745,11,47,0.28366305766574135
4724,14,19,0.3223496839133417
350,10,24,0.05
1888,15,27,0.19414222936211817
3800,14,36,0.2200174542656383
2563,8,30,0.230184867247975
1267,7,53,0.1716555194551941
3993,10,47,0.40180130430048216
1196,4,12,0.24701108717458456
2779,7,43,0.3685173661145278
1947,11,57,0.12636477573433924
4004,8,47,0.3970781681909953
604,6,2,0.1398189005638563
1721,6,17,0.15045579545389098
2572,3,26,0.6619918686784025
2646,5,63,0.47002907655610293
1487,10,39,0.106736645488742
3094,2,19,0.95
3916,12,17,0.2985916745624076
817,5,20,0.07025948702019448
3584,5,17,0.5310152272449745
4534,7,6,0.5974089329844108
758,4,28,0.13861008181582465
4108,14,45,0.2107325447271528
4624,11,7,0.3688130443024365
4334,6,58,0.6509128721574622
3864,9,35,0.396708327813857
3089,4,17,0.6666327552173087
4737,11,54,0.41674607899089494
2204,14,24,0.15667012946640077
1355,6,44,0.1604885940731004
2582,13,45,0.178620658530956
483,12,33,0.07270863943600721
2707,9,44,0.21018478749521283
293,10,24,0.05
3907,12,21,0.2811764364253973
3819,1,20,0.95
2681,8,30,0.27810801204824676
2665,1,9,0.95
2863,4,30,0.47211167553706385
2898,3,19,0.884964794949026
2439,4,6,0.5469055364433789
3506,14,13,0.24507909829318397
831,7,11,0.1310405164821945
2972,13,48,0.22704874210941756
3220,14,38,0.2612194826476251
4880,9,18,0.5077999237775409
4277,9,33,0.4174242361151021
2704,10,56,0.2656172236903878
2482,1,5,0.95
631,15,32,0.05
4416,10,27,0.34258949129888994
734,1,13,0.5906502496382385
1869,9,19,0.16455141397648573
3904,4,9,0.8014607817969148
2470,12,33,0.11378453612885397
102,13,21,0.05
305,14,50,0.055049159023177044
4235,3,41,0.95
2721,13,14,0.15819889250496108
4839,9,60,0.48577410426437423
2990,5,24,0.507803565512984
3293,12,4,0.27275215042844925
2766,6,36,0.4209243758321635
3406,1,40,0.95
997,1,51,0.8421531363396525
1185,13,22,0.10596749026976057
1379,14,8,0.05
770,7,55,0.05
1605,10,27,0.13283238773104694
3675,15,24,0.09924266635022655
4914,8,33,0.3458630720484772
2055,11,3,0.18572136915163873
349,8,40,0.05
1992,14,3,0.1034801955673325
3539,13,40,0.23891724124047792
1953,7,47,0.2304723749463064
2954,13,16,0.15100947685889546
1603,11,17,0.2194261777605443
3485,9,57,0.31875923656130245
3671,1,27,0.95
3892,2,9,0.95
3526,13,17,0.20718798942206862
143,3,22,0.05
3712,13,40,0.241673378726953
2718,12,12,0.23825238799178722
4778,13,25,0.18981863068007948
3263,5,37,0.6201886993958303
1388,4,19,0.19542697090741595
3042,4,24,0.5948846031634074
319,15,14,0.05
2025,8,50,0.23144812774980505
3072,8,45,0.3100296867092761
3613,11,51,0.24978377309627597
2548,7,43,0.3036964124064164
3571,1,40,0.95
2874,10,45,0.29367955394598866
1090,15,45,0.09514011061296336
3046,4,59,0.6569201349729739
1912,1,46,0.95
903,11,2,0.085816517852967
589,14,8,0.05
3656,5,49,0.5288993902471084
1593,3,49,0.5356686214996008
3745,3,22,0.95
2991,4,17,0.5626598287583582
1805,2,49,0.7886998380466669
3616,7,15,0.45352361586931755
3440,12,44,0.19172495268488576
153,13,52,0.07907294823239314
2675,4,44,0.5655585039034529
3691,5,3,0.5577683484384337
715,12,32,0.05
1054,14,40,0.08353667041447548
2533,2,10,0.95
1729,6,42,0.20338851765820762
2881,9,15,0.28799106876593517
749,8,59,0.05
2447,8,11,0.23140437867233354
4590,2,49,0.95
3378,15,25,0.2212916856672497
2740,4,51,0.6327575674287992
3901,8,34,0.32103415141783187
2661,11,57,0.15238417914322952
3349,1,35,0.95
470,8,21,0.05528361519345784
957,3,29,0.2760767031081047
4986,8,5,0.47188917274927344
4853,6,35,0.6521920716051763
483,7,5,0.08039959088812229
3977,2,56,0.95
2652,15,7,0.1103483884912754
4434,1,59,0.95
4390,6,23,0.6370183063520801
2825,12,5,0.28604108327986455
4134,3,51,0.95
3393,4,6,0.8023291355753825
4351,13,12,0.20684100726973992
4088,15,46,0.24770766136845632
1022,9,36,0.08116788052300562
3015,3,20,0.8362748905488983
3050,2,53,0.95
3146,2,12,0.95
1074,2,12,0.4765983273697722
1330,6,54,0.19538852986053054
2535,2,28,0.95
1914,11,3,0.19066979364548153
3034,7,55,0.3279534088234645
1463,7,48,0.13496601698193317
4040,7,55,0.40557273208011385
303,14,9,0.05
260,13,35,0.05
4587,2,41,0.95
868,7,57,0.053144927740061486
3848,10,21,0.2847238929575957
2681,8,24,0.24975300326830002
1193,8,16,0.08332404990283793
4600,14,49,0.20741845766481487
707,2,14,0.3270456321032702
1640,5,56,0.26468141053330657
2975,14,32,0.15011645415421226
3291,6,50,0.4245096920546749
1937,9,47,0.18563663829536567
789,6,62,0.07737607487151396
3859,10,15,0.31817530429566954
3049,6,2,0.4473493902778311
2203,10,57,0.20080212873665132
465,10,28,0.11063838792284483
3675,15,34,0.25308484076639026
4650,6,36,0.6623589050251473
4299,9,55,0.41714022385013994
4272,10,57,0.4540258107149655
4425,7,16,0.48687831866903675
2478,1,6,0.95
1305,1,38,0.95
3939,14,5,0.27614805115678265
2835,4,47,0.6225502190626514
3447,15,21,0.17922511354731674
1775,12,40,0.1881494632097532
398,2,23,0.16884417488573333
1056,3,25,0.3101160977108632
1214,12,48,0.05
2605,7,12,0.4227540828973908
1574,14,47,0.05
4560,7,7,0.48068518481247496
4546,14,28,0.3016596373426413
3826,12,11,0.2742621238431275
3571,3,40,0.9153002166887467
2928,13,11,0.14482339392914934
2950,2,47,0.95
2606,15,27,0.10761422436392741
3870,13,38,0.25789260592771934
3064,13,55,0.24295704448741628
4694,1,34,0.95
1049,9,52,0.05
4703,10,61,0.3886085956105092
2950,3,9,0.823673415357387
265,9,52,0.05
3586,15,63,0.20919221637599444
2609,15,50,0.14909645307091238
1019,4,52,0.2703632500656438
213,15,29,0.05
3604,10,49,0.22471351771425183
1091,6,37,0.08565178608330182
3939,13,41,0.2978787432713591
1358,7,26,0.18631665902025124
3526,10,37,0.28003182977540597
614,14,14,0.06015990710850333
4904,6,61,0.7117053007978484
3296,1,8,0.95
4534,6,2,0.6181601743774217
2684,11,10,0.24317421848009235
167,14,60,0.05
1696,6,29,0.16186930600293514
4578,5,37,0.7823981711674532
118,3,47,0.09608784244963305
2830,10,31,0.2748091062676267
3621,3,10,0.95
672,11,31,0.0597200680389729
2358,10,36,0.15425860737848351
3002,13,48,0.2020946741300547
750,7,28,0.07056221619012747
2687,8,30,0.29628454646547203
3362,14,6,0.2030555354234551
1438,3,2,0.45089580548678165
3734,3,44,0.95
2927,7,52,0.2315873382947667
2317,10,6,0.19701163209764982
3639,12,55,0.2349226608530955
1137,7,30,0.10939923758691315
4483,11,57,0.3042882577331402
4078,9,18,0.37579120172076436
3061,14,52,0.20282557086448408
3326,6,50,0.4894411538733238
1198,15,38,0.05
2424,13,25,0.15020038018107884
1039,7,53,0.05
3816,11,62,0.33360840090857874
3514,10,28,0.3239324772379321
1548,1,10,0.95
670,7,55,0.08419195203943179
3004,2,39,0.95
2605,7,60,0.3319608867550121
1017,3,54,0.3050669790979955
1974,9,14,0.2206819175438992
1778,13,27,0.1450507231645921
715,5,54,0.09224496670994342
4601,7,12,0.4962886574862934
1849,8,56,0.1577884019084477
3925,13,25,0.24532964607537974
4288,12,56,0.23458454069227563
2577,2,34,0.95
4849,11,50,0.35006206117309413
3605,1,59,0.95
3575,7,7,0.4491291270759089
4629,15,36,0.22119681217099432
1235,6,17,0.1861141240676748
4100,6,14,0.5904855449813933
474,2,45,0.11074181632149815
306,3,58,0.18878704285892467
4975,4,12,0.95
1419,3,24,0.3491261692888056
1241,2,3,0.518092681816656
4727,3,61,0.95
2790,14,31,0.07809971819643632
3355,6,20,0.49413357859089146
189,9,41,0.05
4208,4,46,0.8897264688519358
3120,6,47,0.348760615106663
1957,1,48,0.95
904,12,50,0.05142695328009837
1044,6,16,0.08233174813073416
2889,12,54,0.15512779038370234
3975,3,43,0.95
1710,9,34,0.13647954852069596
3023,4,45,0.706158986410039
3982,7,42,0.4261133122789598
3321,4,56,0.6631597745608336
4491,11,6,0.31943669661895335
4835,6,23,0.7102671490440293
2487,14,28,0.1604505790826973
4823,7,48,0.5825842257220739
1041,2,36,0.4856197634594927
2666,10,20,0.252488847197635
1075,6,40,0.08129524737790261
1054,8,8,0.15752463390664506
1362,15,40,0.05
1043,13,35,0.11611186196690834
2302,13,35,0.1695825141618841
3427,15,28,0.21880088343787948
4374,12,45,0.2817153604181495
2359,6,6,0.2735038855803059
1928,2,5,0.7957592093262359
1357,4,8,0.2973556115470795
564,1,49,0.4986798603633437
3394,15,4,0.16276893322626154
1330,7,22,0.12458985749511588
2754,8,35,0.27098105401096945
984,10,50,0.1219458804109618
3905,2,10,0.95
3956,10,62,0.3156506300486457
3235,15,21,0.1450210430264209
1024,5,41,0.19552033246285178
4689,11,62,0.4088059177139374
1646,8,13,0.08996479812046182
1194,11,40,0.1063390419898482
2511,8,47,0.30578172291712424
2717,15,29,0.10186375675756681
862,5,49,0.19208230652329014
2423,8,34,0.20267408070526097
4245,14,11,0.2823047650907044
2875,6,12,0.45792266778268487
4759,15,8,0.22647853237954185
4978,15,19,0.2633391914023915
3255,5,20,0.598177248563076
4070,13,15,0.1425953198402698
2140,14,18,0.1517306661861109
683,11,24,0.14164819467142545
4431,4,20,0.7740950976407102
2203,5,55,0.4210355988666606
2042,12,61,0.18305469177999772
4555,4,46,0.94626855730637
209,1,56,0.19465934039628624
291,3,4,0.09311643097736205
1003,8,35,0.07726742256667778
961,7,26,0.17626259677573386
1183,12,42,0.08183978630672528
749,15,32,0.06129200225058065
4234,7,40,0.4560445094924344
3711,11,15,0.16439018837955366
736,3,38,0.1455026086202139
1136,9,53,0.19664386386318727
4231,15,48,0.2672657044944194
2248,6,21,0.29062018199667344
3965,8,33,0.44163948350934
3257,8,34,0.36041350798838145
3687,3,53,0.9341215058743276
3394,4,32,0.7495774964756652
4361,14,8,0.16417808881313609
2530,6,63,0.31995137764249765
1979,2,6,0.7755768076311785
4066,12,58,0.2924146267227868
3813,12,5,0.27534079244692283
4226,11,12,0.1698926597632513
4206,12,20,0.3535879360597712
2111,7,39,0.2544319585807097
3473,2,21,0.95
2243,11,28,0.17158167623794024
2600,5,30,0.4421351012471017
4681,12,19,0.25335199381244733
1389,4,38,0.25047858923236677
1547,9,63,0.13248769535255248
3299,13,62,0.24627531954685625
2043,13,53,0.1084271250659393
3283,15,48,0.14642810155439312
3316,2,54,0.95
3236,7,61,0.40316193902495034
3418,13,26,0.2145232723327283
2882,7,21,0.29895582642382224
1090,7,7,0.12008212716367433
2253,1,37,0.95
325,8,50,0.05
876,2,16,0.2850943659462313
2937,15,19,0.09522310908680759
787,15,39,0.05
629,5,57,0.05
3542,2,26,0.95
2253,13,21,0.17677498848986561
1394,5,23,0.2814328016995277
1626,7,52,0.21207904853457044
4874,6,13,0.7177401088191702
2996,13,42,0.19303431455561074
3203,15,41,0.1253112759028806
2540,12,61,0.21068046367885293
4235,5,48,0.7301680952236262
3902,4,34,0.7859190001758677
944,8,30,0.06721255676041055
546,11,3,0.05
4015,14,27,0.29564204533725935
3209,8,63,0.31547426507218757
1334,1,58,0.95
326,10,33,0.05
4243,2,59,0.95
3059,3,4,0.8719752717836086
1930,13,31,0.1440506173897938
3879,1,20,0.95
286,11,11,0.05
2977,3,26,0.8517444810244791
2635,10,47,0.22627028020087506
2032,12,20,0.18504981861695716
3024,8,59,0.13749152255686914
948,4,61,0.1636411941485648
2132,13,44,0.12432336854788298
1352,13,22,0.08900413609065543
1981,7,7,0.17513545391132845
369,7,52,0.058747189700097235
1730,11,15,0.1751731301224123
4505,5,59,0.7161981985222254
3303,12,9,0.18076775850679924
1674,1,3,0.95
2992,10,55,0.25729582932683004
1795,4,19,0.3856331329794379
3358,7,58,0.327149573882647
3362,14,23,0.3369235057758696
1545,5,58,0.13409051615807627
319,2,31,0.17619867281726062
152,14,37,0.05
1857,8,29,0.34452673386541915
1766,2,36,0.7577968115200121
2885,11,3,0.2719024691320031
819,8,57,0.11020852909930015
505,13,37,0.05
2394,11,19,0.1869819102274693
171,2,44,0.08927921344096983
2153,11,10,0.1867790845199932
1329,5,29,0.28065326893412595
1667,4,9,0.3586507320648964
3782,1,54,0.95
3053,14,9,0.14368712209934348
4582,12,6,0.22995654111669211
798,8,14,0.05
926,10,8,0.05
448,12,22,0.05
4008,3,30,0.95
407,13,38,0.05
3516,4,46,0.7104729456391266
2434,4,53,0.4560685639763856
4961,5,62,0.95
4920,3,49,0.95
2909,9,63,0.29134824234107537
3658,4,15,0.735041827859163
4578,14,38,0.2993412172827066
3577,10,56,0.28597950176188536
4720,15,52,0.3047589317072154
2786,11,5,0.19108072023635012
3085,11,57,0.23807787797236782
375,4,23,0.05
2647,6,57,0.29890190340845063
2864,15,12,0.08139995394980164
436,8,35,0.1212369064444398
2073,13,46,0.1794869924368298
3079,7,17,0.37629096832739406
4676,4,10,0.95
4068,4,17,0.7968093894502873
1010,5,40,0.24271059464768133
2096,10,17,0.17951401373717818
3229,5,32,0.5262508268812759
4304,12,32,0.3496298172333299
3857,1,14,0.95
427,13,6,0.05
1899,8,60,0.24090227309165002
414,10,48,0.05
3645,13,40,0.24752186556480166
1234,5,19,0.18507225271866895
2846,3,60,0.7356967836462052
4976,3,21,0.95
1620,4,56,0.3065015574844683
255,12,3,0.05
1824,7,41,0.2298881818669867
3443,5,31,0.5839888527516706
986,1,11,0.8615124560132668
3173,14,43,0.18608988044487185
2905,12,12,0.2964879017083077
821,13,54,0.07148859130422738
1012,5,30,0.11931971786190285
3457,14,54,0.13885647546865826
970,5,41,0.1782952582248953
4208,6,17,0.573705265551669
597,14,49,0.05
1856,7,62,0.21307384254435677
1217,5,62,0.1752864929204787
3509,15,29,0.17275263905860208
2928,13,18,0.2555590503593091
1747,11,39,0.16824378163432124
3083,14,51,0.23589526504021407
242,2,50,0.1866824091086094
2861,14,45,0.17654844969101888
3535,2,16,0.95
4760,13,32,0.32145849006322974
2531,4,62,0.5827739186441373
4612,1,8,0.95
1948,7,61,0.20256312364041854
2796,13,47,0.12205489262057563
1817,1,31,0.95
3172,3,37,0.8836977879880381
1167,10,50,0.05
2886,7,27,0.36174883254778617
3891,11,12,0.1884154804606204
1388,12,60,0.1899087248827298
3971,12,7,0.2071870635505662
1906,6,43,0.23211205496937812
1604,15,30,0.060230118354446444
3408,15,29,0.26253055510302
3051,7,16,0.36285234241858055
171,5,30,0.05
1790,8,7,0.1828516435305441
1444,6,49,0.2027955147389488
3403,12,13,0.25566073177988397
3213,4,52,0.6146395660689971
982,14,17,0.10267796295628967
4334,11,47,0.33483414991245714
2762,1,39,0.95
1604,2,59,0.6596587093369466
2563,12,10,0.1742131497964671
2653,6,23,0.36018703290497706
832,4,34,0.2359167406529371
1848,3,27,0.5475753260584441
4024,7,55,0.44249064339255556
523,7,41,0.19603219765017332
3578,2,8,0.95
1691,8,47,0.14988910985222836
4585,15,33,0.3029128492417885
4537,15,41,0.24402799139451778
4809,11,44,0.3104103244616715
592,1,61,0.5549499010219061
291,11,25,0.12216902299174355
598,10,42,0.05
1356,7,52,0.22265151340387426
2068,10,40,0.1476220859786609
4422,12,39,0.2029847743628273
2286,1,51,0.95
916,13,38,0.05
3320,12,20,0.194046330543837
1573,15,44,0.07363762019690823
1186,14,6,0.06894981382282644
4299,3,31,0.95
1974,3,60,0.5176656211412842
970,10,26,0.15062266930404017
4863,14,31,0.2848889425920391
2142,2,57,0.8381900665016166
372,14,26,0.051856245016416086
1129,10,10,0.18409053670652464
3318,13,28,0.18966440626946973
4169,5,25,0.6426301270679056
1151,4,63,0.21096090232830272
4133,13,41,0.17811030447129217
1673,6,44,0.24765123721046725
3290,2,60,0.95
4488,14,55,0.29921970144477417
3897,4,39,0.7985564153982785
3389,12,63,0.2700373556228461
3847,7,16,0.4448337564089242
2205,1,39,0.95
407,13,27,0.05
3459,11,55,0.27599455118288
3276,3,62,0.8771749214377187
1351,1,31,0.95
2847,2,12,0.95
1617,9,30,0.20483601956671227
1478,10,16,0.11057074336645675
4991,5,45,0.7944077772076267
2061,13,10,0.13889025577215858
4405,4,43,0.95
2963,12,30,0.25963396966662955
2756,4,16,0.5340976404412151
2594,8,18,0.27003296167623725
4667,12,17,0.29081326462148227
4105,3,59,0.95
3663,15,23,0.20422242423246784
1022,12,41,0.05805226306964305
4332,12,50,0.24878240963623652
4562,4,44,0.9174875521505472
3059,2,12,0.95
283,6,39,0.05
3458,12,26,0.2393722822019417
1498,9,55,0.10377696762025075
2896,12,31,0.22451475751639674
636,4,3,0.09815723341607527
1373,11,2,0.13572284020766154
3067,6,53,0.4113478253346094
3149,4,39,0.5487526145213375
1196,14,59,0.05799244435559796
1405,2,59,0.6106697255178433
1015,13,58,0.05
3181,14,38,0.17953737549955764
4347,6,56,0.6349747639414172
1128,12,55,0.1543277293664215
2077,7,55,0.3049450674461542
3454,4,10,0.7250249901461235
2611,12,6,0.2093052346879674
370,11,51,0.05
1286,7,25,0.07798744932807933
4655,13,28,0.3617076536362262
4300,11,31,0.39155865117333577
3864,8,52,0.3186884944217334
2498,11,16,0.17011633539264023
4629,3,63,0.95
4335,15,48,0.2517930525890425
4282,2,10,0.95
1811,5,47,0.3627439535587657
2330,2,38,0.95
228,10,31,0.08377554775679368
1369,5,50,0.23243344692123757
3772,10,16,0.20659320643418144
1701,15,21,0.18484642799905257
4865,13,58,0.25648879708048367
4070,6,50,0.5434190151084001
4344,8,57,0.5125511551367082
727,6,57,0.2150088070514491
3897,4,26,0.8085822216591045
2144,3,10,0.6134398319932369
3652,14,46,0.15810020254944138
2441,14,23,0.13145720320664694
3314,2,14,0.95
349,13,38,0.05
3025,1,61,0.95
1074,2,29,0.37767562199054877
1425,2,15,0.5218449188394363
1083,15,31,0.05
988,5,40,0.13284610753796747
3037,9,58,0.3290410503664566
2217,1,6,0.95
2772,4,13,0.5186080473011386
1426,10,36,0.1387016008853178
570,7,42,0.05
2087,11,43,0.10342718958138444
190,14,62,0.06431653236904501
629,10,2,0.1171142356643654
4856,3,47,0.95
4159,8,2,0.39150851745155824
4934,3,43,0.95
2873,8,63,0.3264662584435282
1786,13,44,0.15159442433305184
291,2,61,0.1097619112253295
2086,5,21,0.40792045466402815
3723,4,35,0.673346807783092
2285,11,56,0.1444694648547025
4540,9,35,0.5311419339909875
1108,3,56,0.30706922687666943
3883,12,25,0.24576805763060935
4398,11,29,0.3568943226863087
4768,5,12,0.7468508696872592
4387,10,9,0.24901833018120623
2152,9,36,0.34938821928444463
3408,13,42,0.17552037175261131
1816,6,59,0.2633414369412409
410,2,17,0.17951990287233585
4638,1,59,0.95
1360,12,17,0.054763510240503306
4032,11,43,0.17638804074624176
3368,1,7,0.95
684,7,21,0.08295673296007941
2899,14,57,0.17768827236574883
459,12,53,0.1100251391787397
2966,2,53,0.95
2111,7,12,0.26172169209746304
4106,1,9,0.95
1725,4,21,0.3294710297255752
2864,10,33,0.3388421721257936
990,15,34,0.05
831,15,7,0.05
4061,13,29,0.3146074372503379
4801,11,9,0.45901252506384443
2604,4,63,0.5830168239022321
714,15,15,0.08034145059100388
3906,5,4,0.5883948377677354
1819,14,3,0.13401158429673427
4869,14,23,0.2744506153774478
1687,10,34,0.16422393737366847
1711,15,44,0.08109321041519545
996,15,22,0.05
377,1,7,0.2412503634847773
4747,7,41,0.5609435913537492
1736,11,8,0.1401097947259633
2258,2,7,0.8364360058204903
2532,12,51,0.14516395724268824
4004,15,45,0.2092217351914189
4956,11,9,0.4041173232695784
3362,15,25,0.15727914155141945
1549,13,28,0.13072477113581346
4600,11,54,0.3625126944058522
1332,13,52,0.12884905263470922
4217,2,29,0.95
777,8,60,0.06681852159856316
2758,15,57,0.18173703147624848
2128,9,6,0.14600694158423003
3858,6,20,0.5325014712242478
4724,11,10,0.4073847524316721
2137,1,26,0.95
2749,1,45,0.95
756,14,48,0.05
265,11,56,0.09349711316746573
4691,7,46,0.5625410871547192
689,8,57,0.09845693967671465
4624,3,14,0.95
2921,9,54,0.24456561358151038
4358,4,54,0.9192465556579302
1362,4,38,0.2553742285281586
171,3,3,0.09919902184532872
3616,8,52,0.43546179346863323
4850,9,41,0.4526736291309313
3680,1,15,0.95
368,2,62,0.16471568339595466
1876,1,32,0.95
2562,14,7,0.1146485933297241
1368,4,26,0.2304389440607128
1115,10,40,0.05581331155805831
2822,7,47,0.3052869548265459
1183,14,32,0.05
4201,7,39,0.48681128350038094
506,12,17,0.05
3176,6,28,0.46975043614326045
1085,13,31,0.07482925649175627
3703,11,5,0.3511435770285568
4585,5,40,0.7936089147839348
809,11,17,0.17838361978184047
2718,4,37,0.5087517344408097
4949,12,8,0.39355107430621844
1511,13,22,0.05
4721,14,3,0.3340075810342623
1585,8,56,0.18427830469190962
3050,7,9,0.3517884448128804
4751,11,43,0.3704414827909405
3034,11,28,0.20530222678784837
4214,10,3,0.32189200866659196
4770,1,7,0.95
1103,6,5,0.07219840862546434
2566,14,22,0.1692123114700895
2566,2,2,0.95
2038,4,39,0.4082397538880312
2039,5,61,0.31522603014558126
1735,8,13,0.19254156232492264
1798,6,28,0.30131304371853196
4627,11,15,0.4619435544618217
2191,2,16,0.95
1995,5,25,0.3740731709885342
4340,15,19,0.2017182741901264
3498,5,18,0.5531659444504853
1173,6,10,0.16269047472090067
2502,1,48,0.95
4995,8,19,0.49767897247839804
3312,3,57,0.95
4137,5,54,0.655906889206125
1251,7,19,0.08595653625051441
2545,3,6,0.7587634943360715
2056,14,49,0.1341891120523205
4658,10,10,0.37381875503214285
4007,15,55,0.15406594577267457
907,13,36,0.10737709058501768
286,15,45,0.13482595900132546
4927,6,57,0.709043540760045
4624,5,47,0.7388916154194708
1407,7,2,0.17938100672504007
2384,10,42,0.22680608055928506
4966,15,10,0.3007965723010117
857,11,33,0.05
4331,3,21,0.95
4987,13,14,0.2823322931728183
3954,14,41,0.25384795303871505
4366,2,12,0.95
2306,4,63,0.5379838712461661
3658,3,47,0.95
1680,15,49,0.12894677145204883
1061,4,44,0.20761162373651165
3947,7,52,0.3795801445856008
3675,5,62,0.6798264115085576
975,4,55,0.2093943441710858
2518,14,43,0.17053746581525225
4298,15,27,0.2796203192500998
1101,6,41,0.16580148146831464
3484,7,12,0.3219422410912516
4166,12,26,0.27171610892036324
2945,14,41,0.1512243129294951
1581,11,26,0.09735653037510485
3401,5,21,0.5565003220850225
757,12,43,0.05534489386574994
2880,7,50,0.43934753251122366
522,3,56,0.17117064397552736
3781,7,12,0.48614099784190806
4366,12,45,0.2798135895366329
2810,15,11,0.23048489889073648
552,3,53,0.16004097850585086
2497,14,50,0.14787719799042187
2075,6,4,0.19877223991770493
1757,8,40,0.2184238924054637
2641,13,28,0.2158708314196715
3175,15,36,0.22151990966184557
3264,6,50,0.3831634632041926
3066,10,56,0.3024761863239586
2153,11,41,0.1475454882955984
387,3,32,0.05
3317,12,22,0.33822863072606907
3954,5,23,0.7346417510054027
1547,9,63,0.17582817225087716
707,8,20,0.09985145685983965
4652,6,15,0.7244109089733409
1864,9,38,0.14821861268888661
1325,2,52,0.6762168749890277
1335,13,46,0.08768669024713967
1129,11,51,0.1353115551444034
2771,9,63,0.28353240779842764
4062,10,24,0.28819630527391626
4642,13,27,0.29856642930941185
3277,10,44,0.3472885277608376
3822,6,56,0.4921815325869249
1575,9,45,0.21381167955521913
2996,12,41,0.2412544499905607
908,4,13,0.1236721551911303
1078,5,2,0.1796573609836486
2563,2,51,0.95
825,3,35,0.17816638213798908
2601,1,45,0.95
3462,4,20,0.6534210450976794
1316,12,24,0.13526939154035245
4151,2,8,0.95
2297,12,8,0.1438809793943232
2906,15,2,0.16130430294359457
878,2,19,0.44164719520568296
1072,1,9,0.8300618294077602
2910,10,26,0.21735543652395783
2223,12,43,0.16208033455188492
698,2,30,0.2875972646949312
3441,4,24,0.7223609394970255
324,6,30,0.05
940,13,2,0.07424131697099073
1914,12,16,0.05
4909,7,16,0.655216127677387
1206,7,29,0.1400327738756135
224,7,37,0.16136109440530275
3346,15,43,0.16901428358281317
3031,4,41,0.6832003148375311
4225,12,33,0.2561058798499888
3071,5,47,0.5139639612387255
2117,14,14,0.0758354642471437
2515,11,22,0.17457972466617167
4690,12,50,0.28909558529268836
3196,3,40,0.9126011752006922
1709,1,39,0.95
817,14,10,0.07117173574194952
3661,8,21,0.524847293374892
1116,10,21,0.12833777514749523
3665,11,9,0.23099290278588067
4801,7,15,0.6928471162288261
4570,14,63,0.31757519187288713
2060,9,21,0.12112588818842322
1148,14,36,0.06727664863582161
1457,10,56,0.16159705872053956
3526,4,46,0.7627708394434035
215,12,22,0.05495632015774114
2195,15,42,0.17282858814537028
1901,12,54,0.10196911888567257
2246,5,42,0.3996296474116734
1720,5,55,0.2973615825455432
4880,13,23,0.30017095808626215
3050,7,44,0.40487839751069454
3892,13,7,0.2593553547437793
3041,9,56,0.33745324505732727
1077,8,45,0.12769427285468643
3166,7,28,0.36077052891714256
883,14,5,0.060576605471791584
340,1,5,0.31741994165746745
1653,12,58,0.11674174057043289
4678,10,29,0.3677124280919131
1112,13,56,0.07926063532792961
286,6,28,0.11107646728919054
1981,10,59,0.19851495831657734
4686,15,55,0.27858647937935
530,15,18,0.05
338,9,40,0.05
